HS 1996;HS 1992
520821;520821
520822;520822
520823;520823
520829;520829
520831;520831
520832;520832
520833;520833
520839;520839
520841;520841
520842;520842
520843;520843
520849;520849
520851;520851
520852;520852
520853;520853
520859;520859
520911;520911
520912;520912
520919;520919
520921;520921
520922;520922
520929;520929
520931;520931
520932;520932
520939;520939
520941;520941
520942;520942
520942;520943
520943;520943
520949;520949
520951;520951
520952;520952
520959;520959
521011;521011
521012;521012
521019;521019
521021;521021
521022;521022
521029;521029
521031;521031
521032;521032
521039;521039
521041;521041
521042;521042
521049;521049
521051;521051
521052;521052
521059;521059
521111;521111
521112;521112
521119;521119
521121;521121
521122;521122
521129;521129
521131;521131
521132;521132
521139;521139
521141;521141
521142;521142
521142;521143
521143;521143
521149;521149
521151;521151
521152;521152
521159;521159
521211;521211
521212;521212
521213;521213
521214;521214
521215;521215
521221;521221
521222;521222
521223;521223
521224;521224
521225;521225
530110;530110
530121;530121
530129;530129
530130;530130
530210;530210
530290;530290
530310;530310
530390;530390
530410;530410
530490;530490
530511;530511
530519;530519
530521;530521
530529;530529
530591;530591
530599;530599
530610;530610
530620;530620
530710;530710
530720;530720
530810;530810
530820;530820
530830;530830
530890;530890
530911;530911
530919;530919
530921;530921
530929;530929
531010;531010
531090;531090
531100;531100
540110;540110
540120;540120
540210;540210
540220;540220
540231;540231
540232;540232
540233;540233
540239;540239
540241;540241
540242;540242
540243;540243
540249;540249
540251;540251
540252;540252
540259;540259
540261;540261
540262;540262
540269;540269
540310;540310
540320;540320
540331;540331
540332;540332
540333;540333
540339;540339
540341;540341
540342;540342
540349;540349
540410;540410
540490;540490
540500;540500
540610;540610
540620;540620
540710;540710
540720;540720
540730;540730
540741;540741
540742;540742
540743;540743
540744;540744
540751;540751
540752;540752
540753;540753
540754;540754
540761;540760
540769;540771
540769;540772
540769;540773
540769;540774
540771;540771
540772;540772
540773;540773
540774;540774
540781;540781
540782;540782
540783;540783
540784;540784
540791;540791
540792;540792
540793;540793
540794;540794
540810;540810
540821;540821
540822;540822
540823;540823
540824;540824
540831;540831
540832;540832
540833;540833
540834;540834
550110;550110
550120;550120
550130;550130
550190;550190
550200;550200
550310;550310
550320;550320
550330;550330
550340;550340
550390;550390
550410;550410
550490;550490
550510;550510
550520;550520
550610;550610
550620;550620
550630;550630
550690;550690
550700;550700
550810;550810
550820;550820
550911;550911
550912;550912
550921;550921
550922;550922
550931;550931
550932;550932
550941;550941
550942;550942
550951;550951
550952;550952
550953;550953
550959;550959
550961;550961
550962;550962
550969;550969
550991;550991
550992;550992
550999;550999
551011;551011
551012;551012
551020;551020
551030;551030
551090;551090
551110;551110
551120;551120
551130;551130
551211;551211
551219;551219
551221;551221
551229;551229
551291;551291
551299;551299
551311;551311
551312;551312
551313;551313
551319;551319
551321;551321
551322;551322
551323;551323
551329;551329
551331;551331
551332;551332
551333;551333
551339;551339
551341;551341
551342;551342
551343;551343
551349;551349
551411;551411
551412;551412
551413;551413
551419;551419
551421;551421
551422;551422
551423;551423
551429;551429
551431;551431
551432;551432
551433;551433
551439;551439
551441;551441
551442;551442
551443;551443
551449;551449
551511;551511
551512;551512
551513;551513
551519;551519
551521;551521
551522;551522
551529;551529
551591;551591
551592;551592
551599;551599
551611;551611
551612;551612
551613;551613
551614;551614
551621;551621
551622;551622
551623;551623
551624;551624
551631;551631
551632;551632
551633;551633
551634;551634
551641;551641
551642;551642
551643;551643
551644;551644
551691;551691
551692;551692
551693;551693
551694;551694
560110;560110
560121;560121
560122;560122
560129;560129
560130;560130
560210;560210
560221;560221
560229;560229
560290;560290
560311;560300
560312;560300
560313;560300
560314;560300
560391;560300
560392;560300
560393;560300
560394;560300
560410;560410
560420;560420
560490;560490
560500;560500
560600;560600
560710;560710
560721;560721
560729;560729
560730;560730
560741;560741
560749;560749
560750;560750
560790;560790
560811;560811
560819;560819
560890;560890
560900;560900
570110;570110
570190;570190
570210;570210
570220;570220
570231;570231
570232;570232
570239;570239
570241;570241
570242;570242
570249;570249
570251;570251
570252;570252
570259;570259
570291;570291
570292;570292
570299;570299
570310;570310
570320;570320
570330;570330
570390;570390
570410;570410
570490;570490
570500;570500
580110;580110
580121;580121
580122;580122
580123;580123
580124;580124
580125;580125
580126;580126
580131;580131
580132;580132
580133;580133
580134;580134
580135;580135
580136;580136
580190;580190
580211;580211
580219;580219
580220;580220
580230;580230
580310;580310
580390;580390
580410;580410
580421;580421
580429;580429
580430;580430
580500;580500
580610;580610
580620;580620
580631;580631
580632;580632
580639;580639
580640;580640
580710;580710
580790;580790
580810;580810
580890;580890
580900;580900
581010;581010
581091;581091
581092;581092
581099;581099
581100;581100
590110;590110
590190;590190
590210;590210
590220;590220
590290;590290
590310;590310
590320;590320
590390;590390
590410;590410
590491;590491
590492;590492
590500;590500
590610;590610
590691;590691
590699;590699
590700;590700
590800;590800
590900;590900
591000;591000
591110;580610
591110;591110
591120;591120
591131;591131
591132;591132
591140;591140
591190;591190
600110;600110
600121;600121
600122;600122
600129;600129
600191;600191
600192;600192
600199;600199
600210;600210
600220;600220
600230;600230
600241;600241
600242;600242
600243;600243
600249;600249
600291;600291
600292;600292
600293;600293
600299;600299
610110;610110
610120;610120
610130;610130
610190;610190
610210;610210
610220;610220
610230;610230
610290;610290
610311;610311
610312;610312
610319;610319
610321;610321
610322;610322
610323;610323
610329;610329
610331;610331
610332;610332
610333;610333
610339;610339
610341;610341
610342;610342
610343;610343
610349;610349
610411;610411
610412;610412
610413;610413
610419;610419
610421;610421
610422;610422
610423;610423
610429;610429
610431;610431
610432;610432
610433;610433
610439;610439
610441;610441
610442;610442
610443;610443
610444;610444
610449;610449
610451;610451
610452;610452
610453;610453
610459;610459
610461;610461
610462;610462
610463;610463
610469;610469
610510;610510
610520;610520
610590;610590
610610;610610
610620;610620
610690;610690
610711;610711
610712;610712
610719;610719
610721;610721
610722;610722
610729;610729
610791;610791
610792;610792
610799;610799
610811;610811
610819;610819
610821;610821
610822;610822
610829;610829
610831;610831
610832;610832
610839;610839
610891;610891
610892;610892
610899;610899
610910;610910
610990;610990
611010;611010
611020;611020
611030;611030
611090;611090
611110;611110
611120;611120
611130;611130
611190;611190
611211;611211
611212;611212
611219;611219
611220;611220
611231;611231
611239;611239
611241;611241
611249;611249
611300;611300
611410;611410
611420;611420
611430;611430
611490;611490
611511;611511
611512;611512
611519;611519
611520;611520
611591;611591
611592;611592
611593;611593
611599;611599
611610;611610
611610;611691
611610;611692
611610;611693
611610;611699
611691;611691
611692;611692
611693;611693
611699;611699
611710;611710
611720;611720
611780;611780
611790;611790
620111;620111
620112;620112
620113;620113
620119;620119
620191;620191
620192;620192
620193;620193
620199;620199
620211;620211
620212;620212
620213;620213
620219;620219
620291;620291
620292;620292
620293;620293
620299;620299
620311;620311
620312;620312
620319;620319
620321;620321
620322;620322
620323;620323
620329;620329
620331;620331
620332;620332
620333;620333
620339;620339
620341;620341
620342;620342
620343;620343
620349;620349
620411;620411
620412;620412
620413;620413
620419;620419
620421;620421
620422;620422
620423;620423
620429;620429
620431;620431
620432;620432
620433;620433
620439;620439
620441;620441
620442;620442
620443;620443
620444;620444
620449;620449
620451;620451
620452;620452
620453;620453
620459;620459
620461;620461
620462;620462
620463;620463
620469;620469
620510;620510
620520;620520
620530;620530
620590;620590
620610;620610
620620;620620
620630;620630
620640;620640
620690;620690
620711;620711
620719;620719
620721;620721
620722;620722
620729;620729
620791;620791
620792;620792
620799;620799
620811;620811
620819;620819
620821;620821
620822;620822
620829;620829
620891;620891
620892;620892
620899;620899
620910;620910
620920;620920
620930;620930
620990;620990
621010;621010
621020;621020
621030;621030
621040;621040
621050;621050
621111;621111
621112;621112
621120;621120
621131;621131
621132;621132
621133;621133
621139;621139
621141;621141
621142;621142
621143;621143
621149;621149
621210;621210
621220;621220
621230;621230
621290;621290
621310;621310
621320;621320
621390;621390
621410;621410
621420;621420
621430;621430
621440;621440
621490;621490
621510;621510
621520;621520
621590;621590
621600;621600
621710;621710
621790;621790
630110;630110
630120;630120
630130;630130
630140;630140
630190;630190
630210;630210
630221;630221
630222;630222
630229;630229
630231;630231
630232;630232
630239;630239
630240;630240
630251;630251
630252;630252
630253;630253
630259;630259
630260;630260
630291;630291
630292;630292
630293;630293
630299;630299
630311;630311
630312;630312
630319;630319
630391;630391
630392;630392
630399;630399
630411;630411
630419;630419
630491;630491
630492;630492
630493;630493
630499;630499
630510;630510
630520;630520
630532;630531
630532;630539
630533;630531
630539;630539
630590;630590
630611;630611
630612;630612
630619;630619
630621;630621
630622;630622
630629;630629
630631;630631
630639;630639
630641;630641
630649;630649
630691;630691
630699;630699
630710;630710
630720;630720
630790;630790
630800;630800
630900;630900
631010;631010
631090;631090
640110;640110
640191;640191
640192;640192
640199;640199
640212;640211
640212;640291
640219;640219
640220;640220
640230;640230
640291;640291
640299;640299
640312;640311
640312;640391
640319;640319
640320;640320
640330;640330
640340;640340
640351;640351
640359;640359
640391;640391
640399;640399
640411;640411
640411;640419
640419;640419
640420;640420
640510;640510
640520;640520
640590;640590
640610;640610
640620;640620
640691;640691
640699;640699
650100;650100
650200;650200
650300;650300
650400;650400
650510;650510
650590;650590
650610;650610
650691;650691
650692;650692
650699;650699
650700;650700
660110;660110
660191;660191
660199;660199
660200;660200
660310;660310
660320;660320
660390;660390
670100;670100
670210;670210
670290;670290
670300;670300
670411;670411
670419;670419
670420;670420
670490;670490
680100;680100
680210;680210
680221;680221
680222;680222
680223;680223
680229;680229
680291;680291
680292;680292
680293;680293
680299;680299
680300;680300
680410;680410
680421;680421
680422;680422
680423;680423
680430;680430
680510;680510
680520;680520
680530;680530
680610;680610
680620;680620
680690;680690
680710;680710
680790;680790
680800;680800
680911;680911
680919;680919
680990;680990
681011;681011
681019;681019
681091;681091
681099;681020
681099;681099
681110;681110
681120;681120
681130;681130
681190;681190
681210;681210
681220;681220
681230;681230
681240;681240
681250;681250
681260;681260
681270;681270
681290;681290
681310;681310
681390;681390
681410;681410
681490;681490
681510;681510
681520;681520
681591;681591
681599;681599
690100;690100
690210;690210
690220;690220
690290;690290
690310;690310
690320;690320
690390;690390
690410;690410
690490;690490
690510;690510
690590;690590
690600;690600
690710;690710
690790;690790
690810;690810
690890;690890
690911;690911
690912;690919
690919;690919
690990;690990
691010;691010
691090;691090
691110;691110
691190;691190
691200;691200
691310;691310
691390;691390
691410;691410
691490;691490
700100;700100
700210;700210
700220;700220
700231;700231
700232;700232
700239;700239
700312;700311
700312;700600
700319;700319
700320;700320
700330;700330
700420;700410
700420;700600
700490;700490
700510;700510
700510;700600
700521;700521
700529;700529
700530;700530
700600;700600
700711;700711
700719;700719
700721;700721
700729;700729
700800;700800
700910;700910
700991;700991
700992;700992
701010;701010
701020;701090
701091;701090
701092;701090
701093;701090
701094;701090
701110;701110
701120;701120
701190;701190
701200;701200
701310;701310
701321;701321
701329;701329
701331;701331
701332;701332
701339;701339
701391;701391
701399;701399
701400;701400
701510;701510
701590;701590
701610;701610
701690;701690
701710;701710
701720;701720
701790;701790
701810;701810
701820;701820
701890;701890
701911;701910
701912;701910
701919;701910
701931;701931
701932;701932
701939;701939
701940;701920
701951;701920
701952;701920
701959;701920
701990;701990
702000;702000
710110;710110
710110;711610
710121;710121
710121;711610
710122;710122
710122;711610
710210;710210
710221;710221
710229;710229
710231;710231
710239;710239
710310;710310
710391;710391
710399;710399
710410;710410
710420;710420
710490;710490
710510;710510
710590;710590
710610;710610
710691;710691
710692;710692
710700;710700
710811;710811
710812;710812
710813;710813
710820;710820
710900;710900
711011;711011
711019;711019
711021;711021
711029;711029
711031;711031
711039;711039
711041;711041
711049;711049
711100;711100
711210;262090
711210;711210
711220;262090
711220;711220
711290;262090
711290;391590
711290;711290
711311;711311
711319;711319
711320;711320
711411;711411
711419;711419
711420;711420
711510;711510
711590;711590
711610;711610
711620;711620
711711;711711
711719;711719
711790;711790
711810;711810
711890;711890
720110;720110
720120;720120
720150;720130
720150;720140
720211;720211
720219;720219
720221;720221
720229;720229
720230;720230
720241;720241
720249;720249
720250;720250
720260;720260
720270;720270
720280;720280
720291;720291
720292;720292
720293;720293
720299;720299
720310;720310
720390;720390
720410;720410
720421;720421
720429;720429
720430;720430
720441;720441
720449;720449
720450;720450
720510;720510
720521;720521
720529;720529
720610;720610
720690;720690
720711;720711
720712;720712
720719;720719
720720;720720
720810;720811
720810;720812
720810;720813
720810;720814
720810;720821
720810;720822
720810;720823
720810;720824
720825;720811
720825;720812
720825;720821
720825;720822
720826;720813
720826;720823
720827;720814
720827;720824
720836;720811
720836;720821
720837;720812
720837;720822
720838;720813
720838;720823
720839;720814
720839;720824
720840;720832
720840;720833
720840;720834
720840;720835
720840;720842
720840;720843
720840;720844
720840;720845
720851;720831
720851;720832
720851;720841
720851;720842
720852;720831
720852;720833
720852;720841
720852;720843
720853;720831
720853;720834
720853;720841
720853;720844
720854;720835
720854;720845
720890;720890
720915;720911
720915;720921
720916;720912
720916;720922
720917;720913
720917;720923
720918;720914
720918;720924
720925;720931
720925;720941
720926;720932
720926;720942
720927;720933
720927;720943
720928;720934
720928;720944
720990;720990
721011;721011
721012;721012
721020;721020
721030;721031
721030;721039
721041;721041
721049;721049
721050;721050
721061;721060
721069;721060
721070;721070
721090;721090
721113;721111
721113;721121
721114;721112
721114;721122
721119;721119
721119;721129
721123;721130
721123;721141
721129;721129
721129;721130
721129;721149
721190;721190
721210;721210
721220;721221
721220;721229
721230;721230
721240;721240
721250;721250
721260;721260
721310;721310
721310;721650
721320;721320
721320;721650
721391;721331
721391;721341
721391;721350
721399;721339
721399;721349
721399;721350
721399;721650
721410;721410
721410;721690
721420;721420
721420;721650
721430;721430
721430;721650
721491;721440
721491;721450
721491;721460
721499;721440
721499;721450
721499;721460
721499;721650
721510;721510
721510;721660
721550;721520
721550;721530
721550;721540
721550;721660
721590;721590
721590;721690
721610;721610
721621;721621
721622;721622
721631;721631
721632;721632
721633;721633
721640;721640
721650;721650
721661;721660
721669;721660
721691;721690
721699;721690
721710;721711
721710;721721
721710;721731
721720;721712
721720;721722
721720;721732
721730;721713
721730;721723
721730;721733
721790;721719
721790;721729
721790;721739
721810;721810
721891;721890
721899;721890
721911;721911
721912;721912
721913;721913
721914;721914
721921;721921
721922;721922
721923;721923
721924;721924
721931;721931
721932;721932
721933;721933
721934;721934
721935;721935
721990;721990
722011;722011
722012;722012
722020;722020
722090;722090
722100;722100
722100;722240
722211;722210
722219;722210
722219;722240
722220;722220
722220;722240
722230;722230
722230;722240
722240;722240
722300;722300
722410;722410
722490;722490
722511;722510
722519;722510
722520;722520
722530;722530
722540;722540
722550;722550
722591;722590
722592;722590
722599;722590
722611;722610
722619;722610
722620;722620
722691;722691
722692;722692
722693;722699
722694;722699
722699;722699
722710;722710
722710;722870
722720;722720
722720;722790
722720;722870
722790;722790
722790;722870
722810;722810
722810;722870
722820;722820
722820;722830
722820;722840
722820;722850
722820;722860
722820;722870
722830;722830
722830;722870
722840;722840
722840;722870
722850;722850
722850;722870
722860;722860
722860;722870
722870;722870
722880;722880
722910;722910
722920;722920
722920;722990
722990;722990
730110;730110
730120;730120
730210;730210
730220;730220
730230;730230
730240;730240
730290;730290
730300;730300
730410;730410
730421;730420
730429;730420
730431;730431
730439;730439
730441;730441
730449;730449
730451;730451
730459;730459
730490;730490
730511;730511
730512;730512
730519;730519
730520;730520
730531;730531
730539;730539
730590;730590
730610;730610
730620;730620
730630;730630
730640;730640
730650;730650
730660;730660
730690;730690
730711;730711
730719;730719
730721;730721
730722;730722
730723;730723
730729;730729
730791;730791
730792;730792
730793;730793
730799;730799
730810;730810
730820;730820
730830;730830
730840;730840
730890;730890
730900;730900
731010;731010
731021;731021
731029;731029
731100;731100
731210;731210
731290;731290
731300;731300
731412;731411
731413;731419
731414;731411
731419;731419
731420;731420
731431;731430
731439;731430
731441;731441
731442;731442
731449;731449
731450;731450
731511;731511
731512;731512
731519;731519
731520;731520
731581;731581
731582;731582
731589;731589
731590;731590
731600;731600
731700;731700
731811;731811
731812;731812
731813;731813
731814;731814
731815;731815
731816;731816
731819;731819
731821;731821
731822;731822
731823;731823
731824;731824
731829;731829
731910;731910
731920;731920
731930;731930
731990;731990
732010;732010
732020;732020
732090;732090
732111;732111
732112;732112
732113;732113
732181;732181
732182;732182
732183;732183
732190;732190
732211;732211
732219;732219
732290;732290
732310;732310
732391;732391
732392;732392
732393;732393
732394;732394
732399;732399
732410;732410
732421;732421
732429;732429
732490;732490
732510;732510
732591;732591
732599;732599
732611;732611
732619;732619
732620;732620
732690;732690
740110;740110
740120;740120
740200;740200
740311;740311
740312;740312
740313;740313
740319;740319
740321;740321
740322;740322
740323;740323
740329;740329
740400;740400
740500;740500
740610;740610
740620;740620
740710;740710
740721;740721
740722;740722
740729;740729
740811;740811
740819;740819
740821;740821
740822;740822
740829;740829
740911;740911
740919;740919
740921;740921
740929;740929
740931;740931
740939;740939
740940;740940
740990;740990
741011;741011
741012;741012
741021;741021
741022;741022
741110;741110
741121;741121
741122;741122
741129;741129
741210;741210
741220;741220
741300;741300
741420;741410
741420;741490
741490;741490
741510;741510
741521;741521
741529;741529
741531;741531
741532;741532
741539;741539
741600;741600
741700;741700
741811;741810
741819;741810
741820;741820
741910;741910
741991;741991
741999;741999
750110;750110
750120;750120
750210;750210
750220;750220
750300;750300
750400;750400
750511;750511
750512;750512
750521;750521
750522;750522
750610;750610
750620;750620
750711;750711
750712;750712
750720;750720
750810;750800
750890;750800
760110;760110
760120;760120
760200;760200
760310;760310
760320;760320
760410;760410
760421;760421
760429;760429
760511;760511
760519;760519
760521;760521
760529;760529
760611;760611
760612;760612
760691;760691
760692;760692
760711;760711
760719;760719
760720;760720
760810;760810
760820;760820
760900;760900
761010;761010
761090;761090
761100;761100
761210;761210
761290;761290
761300;761300
761410;761410
761490;761490
761511;761510
761519;761510
761520;761520
761610;761610
761691;761690
761699;761690
780110;780110
780191;780191
780199;780199
780200;780200
780300;780300
780411;780411
780419;780419
780420;780420
780500;780500
780600;780600
790111;790111
790112;790112
790120;790120
790200;790200
790310;790310
790390;790390
790400;790400
790500;790500
790600;790600
790700;790710
790700;790790
800110;800110
800120;800120
800200;800200
800300;800300
800400;800400
800500;800510
800500;800520
800600;800600
800700;800700
810110;810110
810191;810191
810192;810192
810193;810193
810199;810199
810210;810210
810291;810291
810292;810292
810293;810293
810299;810299
810310;810310
810390;810390
810411;810411
810419;810419
810420;810420
810430;810430
810490;810490
810510;810510
810590;810590
810600;810600
810710;810710
810790;810790
810810;810810
810890;810890
810910;810910
810990;810990
811000;811000
811100;811100
811211;811211
811219;811219
811220;811220
811230;811230
811240;811240
811291;811291
811299;811299
811300;811300
820110;820110
820120;820120
820130;820130
820140;820140
820150;820150
820160;820160
820190;820190
820210;820210
820220;820220
820231;820231
820239;820231
820239;820232
820240;820240
820291;820291
820299;820299
820310;820310
820320;820320
820330;820330
820340;820340
820411;820411
820412;820412
820420;820420
820510;820510
820520;820520
820530;820530
820540;820540
820551;820551
820559;820559
820560;820560
820570;820570
820580;820580
820590;820590
820600;820600
820713;820711
820719;820711
820719;820712
820720;820720
820730;820730
820740;820740
820750;820750
820760;820760
820770;820770
820780;820780
820790;820790
820810;820810
820820;820820
820830;820830
820840;820840
820890;820890
820900;820900
821000;821000
821110;821110
821191;821191
821192;821192
821193;821193
821194;821194
821195;821191
821195;821192
821195;821193
821210;821210
821220;821220
821290;821290
821300;821300
821410;821410
821420;821420
821490;821490
821510;821510
821520;821520
821591;821591
821599;821599
830110;830110
830120;830120
830130;830130
830140;830140
830150;830150
830160;830160
830170;830170
830210;830210
830220;830220
830230;830230
830241;830241
830242;830242
830249;830249
830250;830250
830260;830260
830300;830300
830400;830400
830510;830510
830520;830520
830590;830590
830610;830610
830621;830621
830629;830629
830630;830630
830710;830710
830790;830790
830810;830810
830820;830820
830890;830890
830910;830910
830990;830990
831000;831000
831110;831110
831120;831120
831130;831130
831190;831190
840110;840110
840120;840120
840130;840130
840140;840140
840211;840211
840212;840212
840219;840219
840220;840220
840290;840290
840310;840310
840390;840390
840410;840410
840420;840420
840490;840490
840510;840510
840590;840590
840610;840611
840681;840619
840682;840619
840690;840690
840710;840710
840721;840721
840729;840729
840731;840731
840732;840732
840733;840733
840734;840734
840790;840790
840810;840810
840820;840820
840890;840890
840910;840910
840991;840991
840999;840999
841011;841011
841012;841012
841013;841013
841090;841090
841111;841111
841112;841112
841121;841121
841122;841122
841181;841181
841182;841182
841191;841191
841199;841199
841210;841210
841221;841221
841229;841229
841231;841231
841239;841239
841280;841280
841290;841290
841311;841311
841319;841319
841320;841320
841330;841330
841340;841340
841350;841350
841350;950699
841360;841360
841360;950699
841370;841370
841370;950699
841381;841381
841381;950699
841382;841382
841391;841391
841392;841392
841410;841410
841420;841420
841430;841430
841440;841440
841451;841451
841459;841459
841460;841460
841480;841480
841490;841490
841510;841510
841520;841582
841581;841581
841582;841582
841583;841583
841590;841590
841610;841610
841620;841620
841630;841630
841690;841690
841710;841710
841720;841720
841780;841780
841790;841790
841810;841810
841821;841821
841822;841822
841829;841829
841830;841830
841840;841840
841850;841850
841861;841861
841869;841869
841891;841891
841899;841899
841911;841911
841919;841919
841920;841920
841931;841931
841932;841932
841939;841939
841940;841940
841950;841950
841960;841960
841981;841981
841989;841989
841990;841990
842010;842010
842091;842091
842099;842099
842111;842111
842112;842112
842119;842119
842121;842121
842121;950699
842122;842122
842123;842123
842129;842129
842131;842131
842139;842139
842191;842191
842199;842199
842211;842211
842219;842219
842220;842220
842230;842230
842240;842240
842290;842290
842310;842310
842320;842320
842330;842330
842381;842381
842382;842382
842389;842389
842390;842390
842410;842410
842420;842420
842430;842430
842481;842481
842489;842489
842490;842490
842511;842511
842519;842519
842520;842520
842531;842531
842539;842539
842541;842541
842542;842542
842549;842549
842611;842611
842612;842612
842619;842619
842620;842620
842630;842630
842641;842641
842649;842649
842691;842691
842699;842699
842710;842710
842720;842720
842790;842790
842810;842810
842820;842820
842831;842831
842832;842832
842833;842833
842839;842839
842840;842840
842850;842850
842860;842860
842890;842890
842911;842911
842919;842919
842920;842920
842930;842930
842940;842940
842951;842951
842952;842952
842959;842959
843010;843010
843020;843020
843031;843031
843039;843039
843041;843041
843049;843049
843050;843050
843061;843061
843062;843062
843069;843069
843110;843110
843120;843120
843131;843131
843139;843139
843141;843141
843142;843142
843143;843143
843149;843149
843210;843210
843221;843221
843229;843229
843230;843230
843240;843240
843280;843280
843290;843290
843311;843311
843319;843319
843320;843320
843330;843330
843340;843340
843351;843351
843352;843352
843353;843353
843359;843359
843360;843360
843390;843390
843410;843410
843420;843420
843490;843490
843510;843510
843590;843590
843610;843610
843621;843621
843629;843629
843680;843680
843691;843691
843699;843699
843710;843710
843780;843780
843790;843790
843810;843810
843820;843820
843830;843830
843840;843840
843850;843850
843860;843860
843880;843880
843890;843890
843910;843910
843920;843920
843930;843930
843991;843991
843999;843999
844010;844010
844090;844090
844110;844110
844120;844120
844130;844130
844140;844140
844180;844180
844190;844190
844210;844210
844220;844220
844230;844230
844240;844240
844250;844250
844311;844311
844312;844312
844319;844319
844321;844321
844329;844329
844330;844330
844340;844340
844351;842489
844359;844350
844360;844360
844390;844390
844400;844400
844511;844511
844512;844512
844513;844513
844519;844519
844520;844520
844530;844530
844540;844540
844590;844590
844610;844610
844621;844621
844629;844629
844630;844630
844711;844711
844712;844712
844720;844720
844790;844790
844811;844811
844819;844819
844820;844820
844831;844831
844832;844832
844833;844833
844839;844839
844841;844841
844842;844842
844849;844849
844851;844851
844859;844859
844900;844900
845011;845011
845012;845012
845019;845019
845020;845020
845090;845090
845110;845110
845121;845121
845129;845129
845130;845130
845140;845140
845150;845150
845180;845180
845190;845190
845210;845210
845221;845221
845229;845229
845230;845230
845240;845240
845290;845290
845310;845310
845320;845320
845380;845380
845390;845390
845410;845410
845420;845420
845430;845430
845490;845490
845510;845510
845521;845521
845522;845522
845530;845530
845590;845590
845610;845610
845620;845620
845630;845630
845691;845690
845699;845690
845710;845710
845720;845720
845730;845730
845811;845811
845819;845819
845891;845891
845899;845899
845910;845910
845921;845921
845929;845929
845931;845931
845939;845939
845940;845940
845951;845951
845959;845959
845961;845961
845969;845969
845970;845970
846011;846011
846019;846019
846021;846021
846029;846029
846031;846031
846039;846039
846040;846040
846090;846090
846110;846110
846120;846120
846130;846130
846140;846140
846150;846150
846190;846190
846210;846210
846221;846221
846229;846229
846231;846231
846239;846239
846241;846241
846249;846249
846291;846291
846299;846299
846310;846310
846320;846320
846330;846330
846390;846390
846410;846410
846420;846420
846490;846490
846510;846510
846591;846591
846592;846592
846593;846593
846594;846594
846595;846595
846596;846596
846599;846599
846610;846610
846620;846620
846630;846630
846691;846691
846692;846692
846693;846693
846694;846694
846711;846711
846719;846719
846781;846781
846789;843049
846789;846789
846789;847910
846789;847989
846791;846791
846792;846792
846799;846799
846810;846810
846820;846820
846880;846880
846890;846890
846911;846910
846912;846910
846920;846921
846920;846929
846930;846931
846930;846939
847010;847010
847010;847029
847010;847290
847010;854380
847021;847021
847029;847029
847030;847030
847040;847040
847050;847050
847090;847090
847110;847110
847130;847120
847130;847191
847130;847192
847130;847193
847141;847120
847149;847191
847149;847192
847149;847193
847149;847199
847150;847191
847160;842489
847160;846910
847160;847192
847160;847290
847160;847330
847170;847193
847170;847330
847180;847199
847190;847199
847210;847210
847220;847220
847230;847230
847290;847199
847290;847290
847310;847310
847321;847321
847329;847329
847330;847330
847340;847340
847350;847310
847350;847321
847350;847329
847350;847330
847350;847340
847410;847410
847420;847420
847431;847431
847432;847432
847439;847439
847480;847480
847490;847490
847510;847510
847521;847520
847529;847520
847590;847590
847621;847611
847629;847619
847681;847611
847689;847619
847690;847690
847710;847710
847720;847720
847730;847730
847740;847740
847751;847751
847759;847759
847780;847780
847790;847790
847810;847810
847890;847890
847910;847910
847920;847920
847930;847930
847940;847940
847950;847981
847950;847982
847950;847989
847960;847989
847981;847981
847982;847982
847989;847989
847990;847990
848010;848010
848020;848020
848030;848030
848041;848041
848049;848049
848050;848050
848060;848060
848071;848071
848079;848079
848110;848110
848120;848120
848130;848130
848140;848140
848180;848180
848190;848190
848210;848210
848220;848220
848230;848230
848240;848240
848250;848250
848280;848280
848291;848291
848299;848299
848310;848310
848320;848320
848330;848330
848340;848340
848340;848590
848350;848350
848360;848360
848390;848390
848410;848410
848420;848590
848490;848490
848510;848510
848590;848590
850110;850110
850120;850120
850131;850131
850132;850132
850133;850133
850134;850134
850140;850140
850151;850151
850152;850152
850153;850153
850161;850161
850162;850162
850163;850163
850164;850164
850211;850211
850212;850212
850213;850213
850220;850220
850231;850230
850239;850230
850240;850240
850300;850300
850410;850410
850421;850421
850422;850422
850423;850423
850431;850431
850432;850432
850433;850433
850434;850434
850440;847199
850440;850440
850450;850450
850490;850490
850511;850511
850519;850519
850520;850520
850530;850530
850590;850590
850610;850611
850610;850620
850630;850612
850630;850620
850640;850613
850640;850620
850650;850619
850650;850620
850660;850619
850660;850620
850680;850619
850680;850620
850690;850690
850710;850710
850720;850720
850730;850730
850740;850740
850780;850780
850790;850790
850810;850810
850820;850820
850880;850880
850890;850890
850910;850910
850920;850920
850930;850930
850940;850940
850980;850980
850990;850990
851010;851010
851020;851020
851030;850980
851090;851090
851110;851110
851120;851120
851130;851130
851140;851140
851150;851150
851180;851180
851190;851190
851210;851210
851220;851220
851230;851230
851240;851240
851290;851290
851310;851310
851390;851390
851410;851410
851420;851420
851430;851430
851440;851440
851490;851490
851511;851511
851519;851519
851521;851521
851529;851529
851531;851531
851539;851539
851580;851580
851590;851590
851610;851610
851621;851621
851629;851629
851631;851631
851632;851632
851633;851633
851640;851640
851650;851650
851660;851660
851671;851671
851672;851672
851679;851679
851680;851680
851690;851690
851711;851710
851719;851710
851719;852530
